Date,Open,High,Low,Close,Adj Close,Volume,OpenSPY,HighSPY,LowSPY,CloseSPY,AdjCloseSPY,VolumeSPY,
2020-02-28,629.700012,690.52002,611.52002,0.55252632,667.98999,24564200,288.700012,297.890015,285.540009,-0.088065951,290.828827,385764000,#¡DIV/0!
2020-03-02,711.26001,743.690002,686.669983,0.728303765,743.619995,20195000,298.209991,309.160004,294.459991,-0.048573273,303.423584,238703600,#¡DIV/0!
2020-03-03,805,806.97998,716.109985,0.732696492,745.51001,25784000,309.5,313.839996,297.570007,-0.075814958,294.73587,300139100,#¡DIV/0!
2020-03-04,763.960022,766.52002,724.72998,0.741969931,749.5,15049000,306.119995,313.100006,303.329987,-0.036968665,307.124481,176613400,#¡DIV/0!
2020-03-05,723.77002,745.75,718.070007,0.683958446,724.539978,10852700,304.980011,308.470001,300.01001,-0.068981452,296.915161,186366800,#¡DIV/0!
2020-03-06,690,707,684.27002,0.635011304,703.47998,12662900,293.149994,298.779999,290.230011,-0.084372224,292.006836,228667200,#¡DIV/0!
2020-03-09,605.390015,663,605,0.413099024,608,17073700,275.299988,284.190002,273.450012,-0.155877689,269.202698,309417300,#¡DIV/0!
2020-03-10,659.429993,668,608,0.499860554,645.330017,15594400,284.640015,288.519989,273.5,-0.112198672,283.132568,276444100,#¡DIV/0!
2020-03-11,640.200012,653.580017,613,0.474062114,634.22998,13322500,280.700012,281.940002,270.880005,-0.155477609,269.330322,255316300,#¡DIV/0!
2020-03-12,580.890015,594.5,546.25,0.302816843,560.549988,18909100,256,266.660004,247.679993,-0.236279112,243.561539,392220700,#¡DIV/0!
2020-03-13,595,607.570007,502,0.270441087,546.619995,22640300,263.089996,271.480011,248.520004,-0.170991439,264.38269,329566100,#¡DIV/0!
2020-03-16,469.5,494.869995,442.170013,0.03442104,445.070007,20489500,241.179993,256.899994,237.360001,-0.261704652,235.452972,297240000,#¡DIV/0!
2020-03-17,440.01001,471.850006,396,-0.000139446,430.200012,23994600,245.039993,256.170013,237.070007,-0.221842562,248.165558,262070500,#¡DIV/0!
2020-03-18,389,404.859985,350.51001,-0.160461134,361.220001,23786200,236.25,248.369995,228.020004,-0.261242947,235.600204,327597100,#¡DIV/0!
2020-03-19,374.700012,452,358.459991,-0.00608933,427.640015,30195500,239.25,247.380005,232.220001,-0.259673104,236.100845,289322000,#¡DIV/0!
2020-03-20,438.200012,477,425.790009,-0.006345026,427.529999,28285500,242.529999,244.470001,228.5,-0.295718267,225.926285,347158800,#¡DIV/0!
2020-03-23,433.600006,442,410.5,0.009366427,434.290009,16454500,228.190002,229.679993,218.259995,-0.313725489,220.14975,326025200,#¡DIV/0!
2020-03-24,477.299988,513.690002,474,0.173708893,505,22895200,234.419998,244.100006,233.800003,-0.25154678,240.096039,235494500,#¡DIV/0!
2020-03-25,545.25,557,511.109985,0.253311922,539.25,21222700,244.869995,256.350006,239.75,-0.240342301,243.690323,299430300,#¡DIV/0!
2020-03-26,547.390015,560,512.25,0.227536747,528.159973,17380700,249.520004,262.799988,249.050003,-0.195986037,257.919342,257632800,#¡DIV/0!
2020-03-27,505,525.799988,494.029999,0.195463146,514.359985,14377400,253.270004,260.809998,251.050003,-0.219934122,250.237045,224341200,#¡DIV/0!
2020-03-30,510.26001,516.650024,491.230011,0.167038519,502.130005,11998100,255.699997,262.429993,253.529999,-0.194600923,258.363678,171369500,#¡DIV/0!
2020-03-31,501.25,542.960022,497,0.217868237,524,17771500,260.559998,263.329987,256.220001,-0.206605707,254.51268,194881100,#¡DIV/0!
2020-04-01,504,513.950012,475.100006,0.119230202,481.559998,13353200,247.979996,257.660004,243.899994,-0.242312316,243.058365,189554600,#¡DIV/0!
2020-04-02,481.029999,494.26001,446.399994,0.056268281,454.470001,19858400,245.190002,252.679993,244.589996,-0.224828375,248.667038,177660400,#¡DIV/0!
2020-04-03,509.5,515.48999,468.390015,0.115627757,480.01001,22562100,250.759995,253.320007,245.220001,-0.236032857,245.072754,135561200,#¡DIV/0!
2020-04-06,511.200012,521,497.959991,0.199832608,516.23999,14901800,257.839996,267,248.169998,-0.184720075,261.533356,188061200,#¡DIV/0!
2020-04-07,545,565,532.340027,0.267721841,545.450012,17919800,274.209991,275.029999,264.890015,-0.183888912,261.799988,201427200,#¡DIV/0!
2020-04-08,554.200012,557.210022,533.330017,0.275600833,548.840027,12656000,267.959991,276,265.25,-0.156493357,270.588196,153774500,#¡DIV/0!
2020-04-09,562.090027,575.179993,557.109985,0.331752863,573,13650000,277.579987,281.200012,275.470001,-0.143657413,274.705811,190282700,#¡DIV/0!
2020-04-13,590.159973,652,580.530029,0.512922412,650.950012,22475400,277.140015,277.51001,271.410004,-0.15147595,272.197723,114839100,#¡DIV/0!
2020-04-14,698.969971,741.880005,692.429993,0.649909354,709.890015,30576500,280.980011,284.899994,275.51001,-0.126450539,280.225616,134143400,#¡DIV/0!
2020-04-15,742,753.130005,710,0.696253428,729.830017,23577000,277.570007,283.940002,275.459991,-0.145011807,274.271362,121775000,#¡DIV/0!
2020-04-16,716.940002,759.450012,706.719971,0.731999267,745.210022,20657900,279.149994,280.029999,275.76001,-0.140887092,275.594513,131798300,#¡DIV/0!
2020-04-17,772.280029,774.950012,747.659973,0.752173099,753.890015,13128200,285.380005,287.299988,282.399994,-0.117677781,283.039795,146684800,#¡DIV/0!
2020-04-20,732.700012,765.570007,712.210022,0.734671984,746.359985,14746600,282.609985,286.790009,281.350006,-0.133222519,278.053223,100109300,#¡DIV/0!
2020-04-21,730.119995,753.330017,673.789978,0.596058093,686.719971,20209100,276.730011,278.040009,272.019989,-0.159540699,269.610626,126385700,#¡DIV/0!
2020-04-22,703.97998,734,688.710022,0.701552475,732.109985,14224800,278.350006,281,276.910004,-0.140887092,275.594513,93524600,#¡DIV/0!
2020-04-23,727.599976,734,703.130005,0.640008341,705.630005,13236700,280.48999,283.940002,278.75,-0.140948714,275.574738,104709700,#¡DIV/0!
2020-04-24,710.809998,730.72998,698.179993,0.685376301,725.150024,13237600,280.730011,283.700012,278.5,-0.12897465,279.415924,85166000,#¡DIV/0!
2020-04-27,737.609985,799.48999,735,0.8564356,798.75,20681400,285.119995,288.269989,284.619995,-0.11641582,283.444672,77896600,#¡DIV/0!
2020-04-28,795.640015,805,756.690002,0.787570253,769.119995,15222000,291.019989,291.399994,285.399994,-0.120478913,282.141235,105270000,#¡DIV/0!
2020-04-29,790.169983,803.200012,783.159973,0.860526173,800.51001,16216000,291.529999,294.880005,290.410004,-0.09745438,289.527283,118745600,#¡DIV/0!
2020-04-30,855.190002,869.820007,763.5,0.817226762,781.880005,28400100,291.709991,293.320007,288.589996,-0.10585768,286.831604,122901700,#¡DIV/0!
2020-05-01,755,772.77002,683.039978,0.629991147,701.320007,32531800,285.309998,290.660004,281.519989,-0.129528693,279.238159,125180000,#¡DIV/0!
2020-05-04,701,762,698,0.769139554,761.190002,19237100,280.73999,283.899994,279.130005,-0.127127739,280.008392,80873200,#¡DIV/0!
2020-05-05,789.789978,798.919983,762.179993,0.785455316,768.210022,16991700,286.640015,289.25,283.709991,-0.11906299,282.595459,79569900,#¡DIV/0!
2020-05-06,776.5,789.799988,761.109985,0.818853714,782.580017,11123200,288.040009,288.459991,283.779999,-0.125034616,280.67984,73632600,#¡DIV/0!
2020-05-07,777.210022,796.400024,772.349976,0.812950216,780.039978,11527700,287.75,289.779999,287.130005,-0.114476568,284.066742,75250400,#¡DIV/0!
2020-05-08,793.77002,824,787.01001,0.904476279,819.419983,16130100,291.089996,292.950012,289.859985,-0.099824525,288.766968,76622100,#¡DIV/0!
2020-05-11,790.51001,824,785,0.885580717,811.289978,16519600,290.339996,294,289.880005,-0.099639842,288.826202,79514200,#¡DIV/0!
2020-05-12,827,843.289978,808,0.881211254,809.409973,15906900,293.790009,294.23999,286.519989,-0.117585442,283.069458,95870800,#¡DIV/0!
2020-05-13,820.830017,826,763.299988,0.83833032,790.960022,19065500,286.059998,287.190002,278.959991,-0.133191706,278.06311,144721100,#¡DIV/0!
2020-05-14,780,803.359985,764,0.867080366,803.330017,13682200,278.950012,285.109985,272.98999,-0.122818342,281.390808,121977900,#¡DIV/0!
2020-05-15,790.349976,805.049988,786.549988,0.857411715,799.169983,10518400,282.369995,286.329987,281.339996,-0.118785965,282.684357,111146300,#¡DIV/0!
2020-05-18,827.780029,834.719971,803.880005,0.891019351,813.630005,11698100,293.049988,296.75,292.700012,-0.091944456,291.2948,120320200,#¡DIV/0!
2020-05-19,815.169983,822.070007,806.080017,0.877957494,808.01001,9636500,294.350006,296.209991,291.950012,-0.101271261,288.302856,95189300,#¡DIV/0!
2020-05-20,820.5,826,811.799988,0.895504995,815.559998,7309300,295.820007,297.869995,295.570007,-0.08600364,293.200562,85861700,#¡DIV/0!
2020-05-21,816,832.5,796,0.923488023,827.599976,12254600,296.790009,297.670013,293.690002,-0.092313819,291.176331,78293900,#¡DIV/0!
2020-05-22,822.169983,831.780029,812,0.898572923,816.880005,9987500,294.570007,295.630005,293.220001,-0.090590062,291.729309,63958200,#¡DIV/0!
2020-05-26,834.5,834.599976,815.710022,0.90319801,818.869995,8089700,301.929993,302.190002,295.459991,-0.079385626,295.323547,88951400,#¡DIV/0!
2020-05-27,820.859985,827.710022,785,0.906358855,820.22998,11549500,302.119995,303.570007,296.869995,-0.065687802,299.717682,104817400,#¡DIV/0!
2020-05-28,813.51001,824.75,801.690002,0.872844279,805.809998,7255600,304.649994,306.839996,302.23999,-0.067411563,299.164703,90405200,#¡DIV/0!
2020-05-29,808.75,835,804.210022,0.940686981,835,11812500,302.459991,304.959991,299.470001,-0.063256036,300.497772,119265700,#¡DIV/0!
2020-06-01,858,899,854.099976,1.087342433,898.099976,14939500,303.619995,306.209991,303.059998,-0.059469964,301.71228,55758300,#¡DIV/0!
2020-06-02,894.700012,908.659973,871,1.048900612,881.559998,13565600,306.549988,308.130005,305.100006,-0.051682237,304.21048,74267200,#¡DIV/0!
2020-06-03,888.119995,897.940002,880.099976,1.052154515,882.960022,7949500,310.23999,313.220001,309.940002,-0.039061785,308.259033,92567600,#¡DIV/0!
2020-06-04,889.880005,895.75,858.440002,1.008971285,864.380005,8887700,311.109985,313,309.079987,-0.041585897,307.44931,75794400,#¡DIV/0!
2020-06-05,877.840027,886.52002,866.200012,1.058429676,885.659973,7811900,317.230011,321.269989,317.160004,-0.017022191,315.329071,150524700,#¡DIV/0!
2020-06-08,919,950,909.159973,1.207781251,949.919983,14174700,320.220001,323.410004,319.630005,-0.005140465,319.140625,73641200,#¡DIV/0!
2020-06-09,940.01001,954.440002,923.929993,1.186282622,940.669983,11388200,320.299988,323.279999,319.359985,-0.012558827,316.760895,77479200,#¡DIV/0!
2020-06-10,991.880005,1027.47998,982.5,1.382396749,1025.050049,18563400,321.420013,322.390015,318.220001,-0.018068751,314.993378,95000800,#¡DIV/0!
2020-06-11,990.200012,1018.960022,972,1.261051467,972.840027,15916500,311.459991,312.149994,300.01001,-0.074676056,296.834351,209243600,#¡DIV/0!
2020-06-12,980,987.97998,912.599976,1.173755421,935.280029,16730200,308.23999,309.079987,298.600006,-0.063594682,300.38913,194678900,#¡DIV/0!
2020-06-15,917.789978,998.840027,908.5,1.30302608,990.900024,15697200,298.019989,308.279999,296.73999,-0.054852733,303.193451,135782700,#¡DIV/0!
2020-06-16,1011.849976,1012.880005,962.390015,1.282643012,982.130005,14051100,315.480011,315.640015,307.670013,-0.036660831,309.029236,137627500,#¡DIV/0!
2020-06-17,987.710022,1005,982.570007,1.305094489,991.789978,9869400,314.070007,314.390015,310.859985,-0.040662392,307.745544,83398900,#¡DIV/0!
2020-06-18,1003,1019.200012,994.469971,1.333379814,1003.960022,9751900,310.01001,312.299988,309.51001,-0.040293029,307.864044,80828700,#¡DIV/0!
2020-06-19,1012.780029,1015.969971,991.340027,1.32626784,1000.900024,8679700,314.170013,314.380005,306.529999,-0.049958384,306.104645,135549600,#¡DIV/0!
2020-06-22,999.950012,1008.880005,990.02002,1.310974722,994.320007,6362400,307.98999,311.049988,306.75,-0.0438637,308.068359,74649400,#¡DIV/0!
2020-06-23,998.880005,1012,994.01001,1.328313126,1001.780029,6365300,313.48999,314.5,311.609985,-0.039461961,309.486603,68471200,#¡DIV/0!
2020-06-24,994.109985,1000.880005,953.140015,1.233184478,960.849976,10959600,309.839996,310.51001,302.100006,-0.063964045,301.59201,132813500,#¡DIV/0!
2020-06-25,954.27002,985.97998,937.150024,1.291591031,985.97998,9254500,303.470001,307.640015,301.279999,-0.053929231,304.825226,89468000,#¡DIV/0!
2020-06-26,994.780029,995,954.869995,1.230604676,959.73999,8854900,306.160004,306.390015,299.420013,-0.076399813,297.585205,127961000,#¡DIV/0!
2020-06-29,969.01001,1010,948.52002,1.345907016,1009.349976,9026400,301.410004,304.609985,298.929993,-0.062825143,301.958954,79773300,#¡DIV/0!
2020-06-30,1006.5,1087.689941,1003.72998,1.509668651,1079.810059,16918500,303.98999,310.200012,303.820007,-0.05082036,305.826904,113394800,#¡DIV/0!
2020-07-01,1083,1135.329956,1080.5,1.602217215,1119.630005,13326900,309.570007,311.890015,309.070007,-0.044171534,307.969177,72396500,#¡DIV/0!
2020-07-02,1221.47998,1228,1185.599976,1.809138674,1208.660034,17250100,314.23999,315.700012,311.51001,-0.038907822,309.665131,69344200,#¡DIV/0!
2020-07-06,1276.689941,1377.790039,1266.040039,2.187793251,1371.579956,20569900,316.369995,317.679993,315.559998,-0.024071189,314.445557,61713800,#¡DIV/0!
2020-07-07,1405.01001,1429.5,1336.709961,2.230279256,1389.859985,21489700,315.380005,317.519989,313.369995,-0.03413672,311.202423,82910000,#¡DIV/0!
2020-07-08,1405,1417.26001,1311.339966,2.174545561,1365.880005,16311300,314.609985,316.299988,312.700012,-0.026749168,313.582672,54638600,#¡DIV/0!
2020-07-09,1396.98999,1408.560059,1351.280029,2.240552216,1394.280029,11717600,316.839996,317.100006,310.679993,-0.032289809,311.797455,83354200,#¡DIV/0!
2020-07-10,1396,1548.920044,1376.01001,2.590038554,1544.650024,23337600,314.309998,317.880005,312.76001,-0.022408961,314.98111,57550400,#¡DIV/0!
2020-07-13,1659,1794.98999,1471.109985,2.479431098,1497.060059,38985400,320.130005,322.709991,314.130005,-0.030873885,312.253693,102997500,#¡DIV/0!
2020-07-14,1556,1590,1431,2.525310309,1516.800049,23418100,313.299988,319.76001,312,-0.018314963,316.300201,93657000,#¡DIV/0!
2020-07-15,1543,1550,1457,2.593199401,1546.01001,16367800,322.410004,323.040009,319.269989,-0.009295992,319.206116,87196500,#¡DIV/0!
2020-07-16,1477.160034,1531.709961,1466,2.487751546,1500.640015,14300800,319.790009,321.279999,319.089996,-0.012558827,318.154846,54622500,#¡DIV/0!
2020-07-17,1513.449951,1537.51001,1490,2.488216267,1500.839966,9330000,321.880005,322.570007,319.73999,-0.009696168,319.077179,62774900,#¡DIV/0!
2020-07-20,1519.01001,1650,1488,2.81862121,1643,17121400,321.429993,325.130005,320.619995,-0.001692948,321.655823,56308800,#¡DIV/0!
2020-07-21,1639.930054,1675,1558,2.645144677,1568.359985,16157300,326.450012,326.929993,323.940002,0.000430988,322.340179,57499000,#¡DIV/0!
2020-07-22,1599,1626.420044,1562,2.700855109,1592.329956,14161100,324.619995,327.200012,324.5,0.006125496,324.174957,57792900,#¡DIV/0!
2020-07-23,1678.949951,1689,1480.77002,2.516640893,1513.069946,24328500,326.470001,327.230011,321.480011,-0.005879287,320.306976,75738000,#¡DIV/0!
2020-07-24,1416.01001,1465,1366.540039,2.293357428,1417,19396600,320.950012,321.98999,319.25,-0.012281805,318.24408,73766600,#¡DIV/0!
2020-07-27,1435,1547.939941,1413,2.578301353,1539.599976,16048700,321.630005,323.410004,320.769989,-0.005078936,320.56485,48293000,#¡DIV/0!
2020-07-28,1504,1564.699951,1474.420044,2.431622637,1476.48999,15808700,322.429993,323.640015,320.850006,-0.011389116,318.531708,57495000,#¡DIV/0!
2020-07-29,1501,1534.810059,1487,2.484195487,1499.109985,9426900,322.119995,325.730011,322.079987,0.000769539,322.449249,48454200,#¡DIV/0!
2020-07-30,1488,1513.23999,1471,2.457188573,1487.48999,7621000,321.899994,324.410004,319.640015,-0.002801133,321.298767,61861700,#¡DIV/0!
2020-07-31,1515,1517.050049,1420.97998,2.325338114,1430.76001,12247000,325.899994,326.630005,321.329987,0.005078936,323.837738,85210800,#¡DIV/0!
2020-08-03,1449.199951,1509.810059,1444.380005,2.451401398,1485,8809300,328.320007,329.619995,327.730011,0.012066408,326.089111,53077900,#¡DIV/0!
2020-08-04,1495.01001,1527.410034,1462,2.45604975,1487,8415000,327.859985,330.059998,327.859985,0.01597563,327.348663,41917900,#¡DIV/0!
2020-08-05,1492.98999,1499.839966,1468.310059,2.451447928,1485.02002,4978000,331.470001,332.390015,331.179993,0.022285807,329.381805,42866400,#¡DIV/0!
2020-08-06,1490.829956,1517.310059,1477.26001,2.462046022,1489.579956,5992300,331.480011,334.459991,331.130005,0.029119316,331.583588,43679400,#¡DIV/0!
2020-08-07,1499.540039,1499.75,1415.01001,2.376353663,1452.709961,8883500,333.279999,334.880005,332.299988,0.029858134,331.821655,57308300,#¡DIV/0!
2020-08-10,1448,1457.5,1385.839966,2.297006259,1418.569946,7522300,335.059998,335.769989,332.959991,0.032936289,332.813416,44282100,#¡DIV/0!
2020-08-11,1396,1420,1365,2.194324323,1374.390015,8625800,336.850006,337.540009,332.01001,0.024409743,330.066162,69601100,#¡DIV/0!
2020-08-12,1470,1585,1435,2.613535941,1554.76001,21898800,335.440002,338.279999,335.410004,0.038692422,334.66806,53826100,#¡DIV/0!
2020-08-13,1611,1651.180054,1567.26001,2.767489337,1621,20425300,336.609985,338.25,335.829987,0.036814702,334.063019,41816100,#¡DIV/0!
2020-08-14,1664.98999,1668.800049,1626.640015,2.836540517,1650.709961,12577600,336.410004,337.420013,335.619995,0.036845511,334.072968,47260400,#¡DIV/0!
2020-08-17,1677,1845.859985,1672.829956,3.266350514,1835.640015,20242300,337.940002,338.339996,336.850006,0.040139161,335.134186,35481000,#¡DIV/0!
2020-08-18,1898.98999,1923.900024,1845.109985,3.385929257,1887.089966,16474500,338.339996,339.100006,336.609985,0.042386247,335.858215,38733900,#¡DIV/0!
2020-08-19,1865,1911,1841.209961,3.366034457,1878.530029,12205300,339.049988,339.609985,336.619995,0.038046037,334.459778,68054200,#¡DIV/0!
2020-08-20,1860.680054,2021.98999,1857.060059,3.652605191,2001.829956,20611800,335.359985,338.799988,335.220001,0.041278063,335.50116,42207800,#¡DIV/0!
2020-08-21,2044.76001,2095.48999,2025.050049,3.764514322,2049.97998,21489600,337.920013,339.720001,337.549988,0.044971885,336.691284,55106600,#¡DIV/0!
2020-08-24,2126.280029,2129,1927.52002,3.681355237,2014.199951,20063600,342.119995,343,339.450012,0.055560742,340.103058,48588700,#¡DIV/0!
