Date,Open,High,Low,Close,Adj Close,Volume,OpenSPY,HighSPY,LowSPY,CloseSPY,AdjCloseSPY,VolumeSPY
2020-03-16,1641.51001,1759.449951,1626.030029,-0.073002807,1689.150024,8917300,241.179993,256.899994,237.360001,-0.261704652,235.452972,297240000
2020-03-17,1775.469971,1857.780029,1689.23999,-0.021195874,1807.839966,10917100,245.039993,256.170013,237.070007,-0.221842562,248.165558,262070500
2020-03-18,1750,1841.660034,1745,-0.029688977,1830,9645200,236.25,248.369995,228.020004,-0.261242947,235.600204,327597100
2020-03-19,1860,1945,1832.650024,0.024757504,1880.930054,10399900,239.25,247.380005,232.220001,-0.259673104,236.100845,289322000
2020-03-20,1926.310059,1957,1820.72998,0.031079915,1846.089966,9817900,242.529999,244.470001,228.5,-0.295718267,225.926285,347158800
2020-03-23,1827.75,1919.400024,1812,0.011269706,1902.829956,7808500,228.190002,229.679993,218.259995,-0.313725489,220.14975,326025200
2020-03-24,1951.5,1955,1900.339966,0.03002618,1940.099976,7147100,234.419998,244.100006,233.800003,-0.25154678,240.096039,235494500
2020-03-25,1920.689941,1950.26001,1885.780029,0.027528833,1885.839966,6479100,244.869995,256.350006,239.75,-0.240342301,243.690323,299430300
2020-03-26,1902,1956.48999,1889.290039,0.030811207,1955.48999,6221300,249.520004,262.799988,249.050003,-0.195986037,257.919342,257632800
2020-03-27,1930.859985,1939.790039,1899.920044,0.022012544,1900.099976,5387900,253.270004,260.809998,251.050003,-0.219934122,250.237045,224341200
2020-03-30,1922.829956,1973.630005,1912.339966,0.039841726,1963.949951,6126100,255.699997,262.429993,253.529999,-0.194600923,258.363678,171369500
2020-03-31,1964.349976,1993.02002,1944.01001,0.050057697,1949.719971,5123600,260.559998,263.329987,256.220001,-0.206605707,254.51268,194881100
2020-04-01,1932.969971,1944.959961,1893,0.024736409,1907.699951,4121900,247.979996,257.660004,243.899994,-0.242312316,243.058365,189554600
2020-04-02,1901.640015,1927.530029,1890,0.015553142,1918.829956,4336000,245.190002,252.679993,244.589996,-0.224828375,248.667038,177660400
2020-04-03,1911.150024,1926.329956,1889.150024,0.014920862,1906.589966,3609900,250.759995,253.320007,245.220001,-0.236032857,245.072754,135561200
2020-04-06,1936,1998.52002,1930.02002,0.052955469,1997.589966,5773200,257.839996,267,248.169998,-0.184720075,261.533356,188061200
2020-04-07,2017.109985,2035.719971,1997.619995,0.072554918,2011.599976,5114000,274.209991,275.029999,264.890015,-0.183888912,261.799988,201427200
2020-04-08,2021,2044,2011.150024,0.076917397,2043,3977300,267.959991,276,265.25,-0.156493357,270.588196,153774500
2020-04-09,2044.300049,2053,2017.660034,0.081659206,2042.76001,4655600,277.579987,281.200012,275.470001,-0.143657413,274.705811,190282700
2020-04-13,2040,2180,2038,0.148571392,2168.870117,6716700,277.140015,277.51001,271.410004,-0.15147595,272.197723,114839100
2020-04-14,2200.469971,2292,2186.209961,0.207580565,2283.320068,8087200,280.980011,284.899994,275.51001,-0.126450539,280.225616,134143400
2020-04-15,2257.679932,2333.370117,2245,0.22937714,2307.679932,6866600,277.570007,283.940002,275.459991,-0.145011807,274.271362,121775000
2020-04-16,2346,2461,2335,0.296621191,2408.189941,12038200,279.149994,280.029999,275.76001,-0.140887092,275.594513,131798300
2020-04-17,2372.330078,2400,2316.02002,0.264482267,2375,7930000,285.380005,287.299988,282.399994,-0.117677781,283.039795,146684800
2020-04-20,2389.949951,2444.97998,2386.050049,0.288180761,2393.610107,5770700,282.609985,286.790009,281.350006,-0.133222519,278.053223,100109300
2020-04-21,2416.610107,2428.310059,2279.659912,0.27939792,2328.120117,7476700,276.730011,278.040009,272.019989,-0.159540699,269.610626,126385700
2020-04-22,2369,2394,2351,0.261321061,2363.48999,4218300,278.350006,281,276.910004,-0.140887092,275.594513,93524600
2020-04-23,2399.97998,2424.219971,2382.080078,0.277242985,2399.449951,5066600,280.48999,283.940002,278.75,-0.140948714,275.574738,104709700
2020-04-24,2417,2420.429932,2382,0.275246136,2410.219971,3831800,280.730011,283.700012,278.5,-0.12897465,279.415924,85166000
2020-04-27,2443.199951,2444.879883,2363,0.288128024,2376,5645600,285.119995,288.269989,284.619995,-0.11641582,283.444672,77896600
2020-04-28,2372.100098,2373.5,2306,0.250520275,2314.080078,5269400,291.019989,291.399994,285.399994,-0.120478913,282.141235,105270000
2020-04-29,2330.01001,2391.889893,2310,0.260209314,2372.709961,4591600,291.529999,294.880005,290.410004,-0.09745438,289.527283,118745600
2020-04-30,2419.840088,2475,2396.01001,0.303997338,2474,9415000,291.709991,293.320007,288.589996,-0.10585768,286.831604,122901700
2020-05-01,2336.800049,2362.439941,2258.189941,0.244693088,2286.040039,9772600,285.309998,290.660004,281.519989,-0.129528693,279.238159,125180000
2020-05-04,2256.379883,2326.97998,2256.379883,0.226010383,2315.98999,4865900,280.73999,283.899994,279.130005,-0.127127739,280.008392,80873200
2020-05-05,2340,2351,2307.129883,0.238665754,2317.800049,3242500,286.640015,289.25,283.709991,-0.11906299,282.595459,79569900
2020-05-06,2329.439941,2357.449951,2320,0.242064024,2351.26001,3117800,288.040009,288.459991,283.779999,-0.125034616,280.67984,73632600
2020-05-07,2374.780029,2376,2343.110107,0.251837444,2367.610107,3396400,287.75,289.779999,287.130005,-0.114476568,284.066742,75250400
2020-05-08,2372.139893,2387.23999,2357,0.257759431,2379.610107,3211200,291.089996,292.950012,289.859985,-0.099824525,288.766968,76622100
2020-05-11,2374.699951,2419.669922,2372.110107,0.274845712,2409,3259200,290.339996,294,289.880005,-0.099639842,288.826202,79514200
2020-05-12,2411.850098,2419,2355,0.274492751,2356.949951,3074900,293.790009,294.23999,286.519989,-0.117585442,283.069458,95870800
2020-05-13,2366.800049,2407.699951,2337.800049,0.268539122,2367.919922,4782900,286.059998,287.190002,278.959991,-0.133191706,278.06311,144721100
2020-05-14,2361.01001,2391.370117,2353.209961,0.259935461,2388.850098,3648100,278.950012,285.109985,272.98999,-0.122818342,281.390808,121977900
2020-05-15,2368.52002,2411,2356.370117,0.270277811,2409.780029,4235000,282.369995,286.329987,281.339996,-0.118785965,282.684357,111146300
2020-05-18,2404.350098,2433,2384.01001,0.281868898,2426.26001,4366600,293.049988,296.75,292.700012,-0.091944456,291.2948,120320200
2020-05-19,2429.830078,2485,2428.969971,0.309266014,2449.330078,4320500,294.350006,296.209991,291.950012,-0.101271261,288.302856,95189300
2020-05-20,2477.870117,2500.01001,2467.27002,0.317174302,2497.939941,3998100,295.820007,297.869995,295.570007,-0.08600364,293.200562,85861700
2020-05-21,2500,2525.449951,2442.540039,0.330577783,2446.73999,5114400,296.790009,297.670013,293.690002,-0.092313819,291.176331,78293900
2020-05-22,2455.01001,2469.850098,2430.129883,0.301284021,2436.879883,2867100,294.570007,295.630005,293.220001,-0.090590062,291.729309,63958200
2020-05-26,2458,2462,2414.060059,0.297148059,2421.860107,3568200,301.929993,302.190002,295.459991,-0.079385626,295.323547,88951400
2020-05-27,2404.98999,2413.580078,2330,0.27163717,2410.389893,5056900,302.119995,303.570007,296.869995,-0.065687802,299.717682,104817400
2020-05-28,2384.330078,2436.969971,2378.22998,0.283960547,2401.100098,3190200,304.649994,306.839996,302.23999,-0.067411563,299.164703,90405200
2020-05-29,2415.939941,2442.370117,2398.199951,0.286805709,2442.370117,3529300,302.459991,304.959991,299.470001,-0.063256036,300.497772,119265700
2020-06-01,2448,2476.929932,2444.169922,0.305014156,2471.040039,2928900,303.619995,306.209991,303.059998,-0.059469964,301.71228,55758300
2020-06-02,2467,2473.530029,2445.310059,0.303222858,2472.409912,2529900,306.549988,308.130005,305.100006,-0.051682237,304.21048,74267200
2020-06-03,2468.01001,2488,2461.169922,0.310846617,2478.399902,2671000,310.23999,313.220001,309.940002,-0.039061785,308.259033,92567600
2020-06-04,2477.429932,2507.540039,2450.01001,0.32114163,2460.600098,2948700,311.109985,313,309.079987,-0.041585897,307.44931,75794400
2020-06-05,2444.51001,2488.649902,2437.129883,0.311189029,2483,3306400,317.230011,321.269989,317.160004,-0.017022191,315.329071,150524700
2020-06-08,2500.199951,2530,2487.340088,0.332975056,2524.060059,3970700,320.220001,323.410004,319.630005,-0.005140465,319.140625,73641200
2020-06-09,2529.439941,2626.429932,2525,0.383780864,2600.860107,5176000,320.299988,323.279999,319.359985,-0.012558827,316.760895,77479200
2020-06-10,2645,2722.350098,2626.26001,0.434318093,2647.449951,4946000,321.420013,322.390015,318.220001,-0.018068751,314.993378,95000800
2020-06-11,2603.5,2671.379883,2536.22998,0.407463538,2557.959961,5800100,311.459991,312.149994,300.01001,-0.074676056,296.834351,209243600
2020-06-12,2601.209961,2621.47998,2503.350098,0.381172895,2545.02002,5429600,308.23999,309.079987,298.600006,-0.063594682,300.38913,194678900
2020-06-15,2526.600098,2584,2508,0.361425907,2572.679932,3865100,298.019989,308.279999,296.73999,-0.054852733,303.193451,135782700
2020-06-16,2620,2620,2576,0.380393141,2615.27002,3585600,315.480011,315.640015,307.670013,-0.036660831,309.029236,137627500
2020-06-17,2647.5,2655,2631.820068,0.398833508,2640.97998,2951100,314.070007,314.390015,310.859985,-0.040662392,307.745544,83398900
2020-06-18,2647.01001,2659.639893,2636.110107,0.401278117,2653.97998,2487800,310.01001,312.299988,309.51001,-0.040293029,307.864044,80828700
2020-06-19,2678.080078,2697.429932,2659,0.421188465,2675.01001,5777000,314.170013,314.380005,306.529999,-0.049958384,306.104645,135549600
2020-06-22,2684.5,2715,2669,0.430445564,2713.820068,3208800,307.98999,311.049988,306.75,-0.0438637,308.068359,74649400
2020-06-23,2726.02002,2783.110107,2718.040039,0.466330574,2764.409912,4231700,313.48999,314.5,311.609985,-0.039461961,309.486603,68471200
2020-06-24,2780,2796,2721,0.473121841,2734.399902,4526600,309.839996,310.51001,302.100006,-0.063964045,301.59201,132813500
2020-06-25,2739.550049,2756.22998,2712.139893,0.452168305,2754.580078,2968700,303.470001,307.640015,301.279999,-0.053929231,304.825226,89468000
2020-06-26,2775.060059,2782.570068,2688,0.466046045,2692.870117,6500800,306.160004,306.390015,299.420013,-0.076399813,297.585205,127961000
2020-06-29,2690.01001,2696.800049,2630.080078,0.4208566,2680.379883,4223400,301.410004,304.609985,298.929993,-0.062825143,301.958954,79773300
2020-06-30,2685.070068,2769.629883,2675.030029,0.45922828,2758.820068,3769700,303.98999,310.200012,303.820007,-0.05082036,305.826904,113394800
2020-07-01,2757.98999,2895,2754,0.525281734,2878.699951,6363400,309.570007,311.890015,309.070007,-0.044171534,307.969177,72396500
2020-07-02,2912.01001,2955.560059,2871.100098,0.557188868,2890.300049,6593400,314.23999,315.700012,311.51001,-0.038907822,309.665131,69344200
2020-07-06,2934.969971,3059.879883,2930,0.612151605,3057.040039,6880600,316.369995,317.679993,315.559998,-0.024071189,314.445557,61713800
2020-07-07,3058.550049,3069.550049,2990,0.617246502,3000.120117,5257500,315.380005,317.519989,313.369995,-0.03413672,311.202423,82910000
2020-07-08,3022.610107,3083.969971,3012.429932,0.624843892,3081.110107,5037600,314.609985,316.299988,312.700012,-0.026749168,313.582672,54638600
2020-07-09,3115.98999,3193.879883,3074,0.682751864,3182.629883,6388700,316.839996,317.100006,310.679993,-0.032289809,311.797455,83354200
2020-07-10,3191.76001,3215,3135.699951,0.69387937,3200,5486000,314.309998,317.880005,312.76001,-0.022408961,314.98111,57550400
2020-07-13,3251.060059,3344.290039,3068.389893,0.761998104,3104,7720400,320.130005,322.709991,314.130005,-0.030873885,312.253693,102997500
2020-07-14,3089,3127.379883,2950,0.647715168,3084,7231900,313.299988,319.76001,312,-0.018314963,316.300201,93657000
2020-07-15,3080.22998,3098.350098,2973.179932,0.632420315,3008.870117,5788900,322.410004,323.040009,319.269989,-0.009295992,319.206116,87196500
2020-07-16,2971.060059,3032,2918.22998,0.597462597,2999.899902,6394200,319.790009,321.279999,319.089996,-0.012558827,318.154846,54622500
2020-07-17,3009,3024,2948.449951,0.593247656,2961.969971,4761300,321.880005,322.570007,319.73999,-0.009696168,319.077179,62774900
2020-07-20,3000.199951,3201.360107,2994.02002,0.686692952,3196.840088,7598200,321.429993,325.130005,320.619995,-0.001692948,321.655823,56308800
2020-07-21,3232.48999,3240.580078,3105.719971,0.707356685,3138.290039,6135000,326.450012,326.929993,323.940002,0.000430988,322.340179,57499000
2020-07-22,3125,3150,3065.26001,0.659632975,3099.909912,4104200,324.619995,327.200012,324.5,0.006125496,324.174957,57792900
2020-07-23,3098.27002,3098.27002,2970,0.632378124,2986.550049,5656900,326.470001,327.230011,321.480011,-0.005879287,320.306976,75738000
2020-07-24,2930,3031.580078,2888,0.597241354,3008.909912,5632400,320.950012,321.98999,319.25,-0.012281805,318.24408,73766600
2020-07-27,3062,3098,3015.77002,0.632235859,3055.209961,4170500,321.630005,323.410004,320.769989,-0.005078936,320.56485,48293000
2020-07-28,3054.27002,3077.090088,2995.76001,0.621219104,3000.330078,3126700,322.429993,323.640015,320.850006,-0.011389116,318.531708,57495000
2020-07-29,3030.98999,3039.159912,2996.77002,0.601234923,3033.530029,2974100,322.119995,325.730011,322.079987,0.000769539,322.449249,48454200
2020-07-30,3014,3092,3005,0.629074654,3051.879883,6128300,321.899994,324.410004,319.640015,-0.002801133,321.298767,61861700
2020-07-31,3244,3246.820068,3151,0.710644333,3164.679932,8085500,325.899994,326.630005,321.329987,0.005078936,323.837738,85210800
2020-08-03,3180.51001,3184,3104,0.677546474,3111.889893,5074700,328.320007,329.619995,327.730011,0.012066408,326.089111,53077900
2020-08-04,3101.209961,3167.23999,3101.209961,0.668716168,3138.830078,4694300,327.859985,330.059998,327.859985,0.01597563,327.348663,41917900
2020-08-05,3143.77002,3213.590088,3127.300049,0.693136533,3205.030029,3930000,331.470001,332.390015,331.179993,0.022285807,329.381805,42866400
2020-08-06,3194.360107,3247.469971,3165.429932,0.710986746,3225,3940600,331.480011,334.459991,331.130005,0.029119316,331.583588,43679400
2020-08-07,3224.01001,3240.810059,3140.669922,0.707477854,3167.459961,3929600,333.279999,334.880005,332.299988,0.029858134,331.821655,57308300
2020-08-10,3170.310059,3172.51001,3101.52002,0.67149277,3148.159912,3167300,335.059998,335.769989,332.959991,0.032936289,332.813416,44282100
2020-08-11,3113.199951,3159.219971,3073,0.664490679,3080.669922,3718100,336.850006,337.540009,332.01001,0.024409743,330.066162,69601100
2020-08-12,3108,3174.389893,3101.419922,0.67248322,3162.23999,3527200,335.440002,338.279999,335.410004,0.038692422,334.66806,53826100
2020-08-13,3182.98999,3217.52002,3155,0.695207087,3161.02002,3149000,336.609985,338.25,335.829987,0.036814702,334.063019,41816100
2020-08-14,3178.179932,3178.23999,3120,0.674511711,3148.02002,2751700,336.410004,337.420013,335.619995,0.036845511,334.072968,47260400
2020-08-17,3173.120117,3194.969971,3154.179932,0.683326196,3182.409912,2691200,337.940002,338.339996,336.850006,0.040139161,335.134186,35481000
2020-08-18,3212,3320,3205.820068,0.749200469,3312.48999,5346000,338.339996,339.100006,336.609985,0.042386247,335.858215,38733900
2020-08-19,3303.01001,3315.899902,3256,0.74704026,3260.47998,4185100,339.049988,339.609985,336.619995,0.038046037,334.459778,68054200
2020-08-20,3252,3312.620117,3238,0.745312248,3297.370117,3332500,335.359985,338.799988,335.220001,0.041278063,335.50116,42207800
2020-08-21,3295,3314.399902,3275.389893,0.746249959,3284.719971,3575900,337.920013,339.720001,337.549988,0.044971885,336.691284,55106600
2020-08-24,3310.149902,3380.320068,3257.560059,0.780981159,3307.459961,4666300,342.119995,343,339.450012,0.055560742,340.103058,48588700
